Material ID,Description
"MAT-RSTRT08","Exmpl desc."
"MAT-RSTRT09","material demo desc"
"MAT-RSTRT10","Exmpl desc."
"MAT-RSTRT11","Exmpl desc."
"MAT-RSTRT12","Exmpl desc."
"MAT-RSTRT13","example material"
"MAT-RSTRT14","example material"
"MAT-RSTRT15","example recording material"
"MAT-RSTRT16","example recording material"
"MAT-RSTRT17","NEW MAT"
"MAT-RSTRT55","Example material project"
"MAT-RSTRT56","Example material project"
"MAT-RSTRT57","Exmpl desc."
"MAT-RSTRT58","Exmpl desc."
"MAT-RSTRT59","Exmpl desc."
"MAT-RSTRT60","Exmpl desc."
"MAT-RSTRT61","Exmpl desc."
"MAT-RSTRT62","Exmpl desc."
"MAT-RWE123","desc."
"MAT-RWE124","desc."
"MAT-RWE125","desc."
"MAT-RWE126","desc."
"MAT-RWE127","desc."
"MAT-RWE128","desc."
"MAT-RWE129","desc."
"MAT-RWE130","desc."
"MAT-RWE131","desc."
"MAT-RWE132","desc."
"MAT-SSS001","example recording material"
"MAT-SVV000","931003 Demo Material 000"
"MAT-SVV001","931003 Demo Material 001"
"MAT-SVV0012","931003 Demo Material 0012"
"MAT-SVV002","931003 Demo Material 002"
"MAT-SVV003","931003 Demo Material 003"
"MAT-SVV004","931003 Demo Material 004"
"MAT-SVV005","931003 Demo Material 005"
"MAT-SVV006","931003 Demo Material 006"
"MAT-SVV007","931003 Demo Material 007"
"MAT-SVV009","931003 Demo Material 009"
"MAT-SVV010","931003 Demo Material 010"
"MAT-SVV011","931003 Demo Material 011"
"MAT-SVV012","931003 Demo Material 012"
"MAT-SVV013","931003 Demo Material 013"
"MAT-SVV014","931003 Demo Material 014"
"MAT-SVV015","931003 Demo Material 015"
"MAT-SVV016","931003 Demo Material 016"
"MAT-SVV017","931003 Demo Material 017"
"MAT-SVV018","931003 Demo Material 018"
"MAT-SVV019","931003 Demo Material 019"
"MAT-SVV020","931003 Demo Material 020"
"MAT-SVV021","931003 Demo Material 021"
"MAT-SVV022","931003 Demo Material 022"
"MAT-SVV023","931003 Demo Material 023"
"MAT-SVV024","931003 Demo Material 024"
"MAT-SVV025","931003 Demo Material 025"
"MAT-SVV026","931003 Demo Material 026"
"MAT-SVV027","931003 Demo Material 027"
"MAT-SVV028","931003 Demo Material 028"
"MAT-SVV029","931003 Demo Material 029"
"MAT-SVV030","931003 Demo Material 030"
"MAT-SVV031","931003 Demo Material 031"
"MAT-SVV032","931003 Demo Material 032"
"MAT-SVV033","931003 Demo Material 033"
"MAT-SVV034","931003 Demo Material 034"
"MAT-SVV035","931003 Demo Material 035"
"MAT-SVV036","931003 Demo Material 036"
"MAT-SVV037","931003 Demo Material 037"
"MAT-SVV038","931003 Demo Material 038"
"MAT-SVV039","931003 Demo Material 039"
"MAT-SVV040","931003 Demo Material 040"
"MAT-SVV041","931003 Demo Material 041"
"MAT-SVV042","931003 Demo Material 042"
"MAT-SVV043","931003 Demo Material 043"
"MAT-SVV044","931003 Demo Material 044"
"MAT-SVV045","931003 Demo Material 045"
"MAT-SVV046","931003 Demo Material 046"
"MAT-SVV047","931003 Demo Material 047"
"MAT-SVV048","931003 Demo Material 048"
"MAT-SVV050","931003 Demo Material 050"
"MAT-SVV051","931003 Demo Material 051"
"MAT-SVV052","931003 Demo Material 052"
"MAT-SVV053","931003 Demo Material 053"
"MAT-SVV054","931003 Demo Material 054"
"MAT-SVV055","931003 Demo Material 055"
"MAT-SVV056","931003 Demo Material 056"
"MAT-SVV057","931003 Demo Material 057"
"MAT-SVV058","931003 Demo Material 058"
"MAT-SVV059","931003 Demo Material 059"
"MAT-SVV060","931003 Demo Material 060"
"MAT-SVV061","931003 Demo Material 061"
"MAT-SVV062","931003 Demo Material 062"
"MAT-SVV063","931003 Demo Material 063"
"MAT-SVV064","931003 Demo Material 064"
"MAT-SVV065","931003 Demo Material 065"
"MAT-SVV066","931003 Demo Material 066"
"MAT-SVV067","931003 Demo Material 067"
"MAT-SVV068","931003 Demo Material 068"
"MAT-SVV070","931003 Demo Material 070"
"MAT-SVV071","931003 Demo Material 071"
"MAT-SVV072","931003 Demo Material 072"
"MAT-SVV073","931003 Demo Material 073"
"MAT-SVV074","931003 Demo Material 074"
"MAT-SVV075","931003 Demo Material 075"
"MAT-SVV076","931003 Demo Material 076"
"MAT-SVV077","931003 Demo Material 077"
"MAT-SVV078","931003 Demo Material 078"
"MAT-SVV079","931003 Demo Material 079"
"MAT-SVV080","931003 Demo Material 080"
"MAT-SVV081","931003 Demo Material 081"
"MAT-SVV082","931003 Demo Material 082"
"MAT-SVVTEST","931003 Demo Material Test"
"MAT-SVVTEST2","931003 Demo Material Test 2"
"MAT-SVVTEST3","931003 Demo Material Test 3"
"MAT-TSTDAT1","Demo test 1"
"MAT-TSTDAT10","demo desc"
"MAT-TSTDAT11","demo desc"
"MAT-TSTDAT2","demo test 2"
"MAT-TSTDAT3","demo test 2"
"MAT-TSTDAT6","demo"
"MAT-TSTDAT8","demo"
"MAT-TSTDAT9","demo"
"MAT-UI89","HKU"
"MAT-VB01","MATERIAL FOR PROJECT"
"MAT-VB101","PRACTICE"
"MAT-VBB34","NEW"
"MAT001","Sample Material 1"
"MAT005","mat2"
"MAT01","Heated, Automatic Rear View Mirror"
"MAT01       BLU","Blue Painted Mirror"
"MAT01       GRN","Green Painted Mirror"
"MAT01       SLR","Silver Painted Mirror"
"MAT01      -AA0NER","ELE & Auto Fuji White Rear Mirror"
"MAT01      -AA0PEC","ELE & Auto Nrvk Black Constract Rear Mir"
"MAT01      -AA8CAH","ELE & Auto Firenze Red Rear Mirror"
"MAT01      -AA8PAB","ELE & Auto Santorini Black Rear Mirror"
"MAT011","Sample Material 1"
"MAT012","Sample Material 2"
"MAT013","Sample Material 3"
"MAT014","Sample Material 1"
"MAT015","Sample Material 2"
"MAT016","mat2"
"MAT017","Sample Material 1"
"MAT018","Sample Material 2"
"MAT019","mat2"
"MAT02","Heated, Rear View Mirror"
"MAT02       BLU","Blue Painted Mirror"
"MAT02       GRN","Green Painted Mirror"
"MAT02       SLR","Silver Painted Mirror"
"MAT02      -AA0NER","ELE & Non-Auto Fuji White Rear Mirror"
"MAT02      -AA0PEC","ELE & Non-Auto Nrvk Black Rear Mirror"
"MAT02      -AA8CAH","ELE & Non-Auto Firenze Red Rear Mirror"
"MAT02      -AA8PAB","ELE & Non-Auto Sntrini Black Rear Mirror"
"MAT020","Sample Material 1"
"MAT021","mat2"
"MAT022","Sample Material 3"
"MAT023","Sample Material 2"
"MAT024","Sample Material 3"
"MAT025","Sample Material 3"
"MAT026","Sample Material 3"
"MAT029","mat2"
"MAT03","Rear View Mirror"
"MAT03       BLU","Blue Painted Mirror"
"MAT03       GRN","Green Painted Mirror"
"MAT03       SLR","Silver Painted Mirror"
"MAT03      -AA0NER","Normal Fuji White Rear Mirror"
"MAT03      -AA0PEC","Normal Nrvk Black Constract Rear Mirror"
"MAT03      -AA8CAH","Normal Firenze Red Rear Mirror"
"MAT03      -AA8PAB","Normal Santorini Black Rear Mirror"
"MAT04","Material 04"
"MAT06","MATERIAL 06"
"MAT07","MATERIAL 07"
"MAT08","MATERIAL 08"
"MAT09","MATERIAL 06"
"MAT1","TEST MATERIAL 1"
"MAT10","MATERIAL 07"
"MAT100","mat1"
"MAT1001","Test Material 1"
"MAT1002","Test Material 2"
"MAT1003","Test Material 3"
"MAT101","mat2"
"MAT101010","Sample Material"
"MAT10105","Test Material 1"
"MAT102","mat3"
"MAT103","mat3"
"MAT104","mat1"
"MAT105","mat1"
"MAT1051","New Material"
"MAT1052","New Material"
"MAT1053","New Material"
"MAT1054","New Material"
"MAT1055","New Material"
"MAT1056","New Material"
"MAT1057","New Material"
"MAT1059","Test Material 1"
"MAT106","mat3"
"MAT1060","TEST MATERIAL 1"
"MAT1061","TEST MATERIAL 2"
"MAT1062","Test Material 1"
"MAT1064","Test Material 1"
"MAT1066","TEST MATERIAL"
"MAT1067","Test Material 1"
"MAT1068","TEST MATERIAL"
"MAT1069","TEST MATERIAL"
"MAT107","mat1"
"MAT1070","Test Material 1"
"MAT1071","TEST MATERIAL"
"MAT1074","Test Material 1"
"MAT1075","Test Material 1"
"MAT1076","Test Material 1"
"MAT1077","Test Material 1"
"MAT108","mat3"
"MAT1080","Test Material 1"
"MAT1081","Test Material 1"
"MAT1082","Test Material 1"
"MAT1083","Test Material 1"
"MAT1084","Test Material 1"
"MAT1085","Test Material 1"
"MAT1086","Test Material 1"
"MAT1087","Test Material 1"
"MAT1088","Test Material 1"
"MAT1089","TEST MATERIAL"
"MAT109","mat1"
"MAT1096","Test Material 1"
"MAT1097","Test Material 1"
"MAT1098","Test Material 1"
"MAT1099","Test Material 1"
"MAT11","MATERIAL 08"
"MAT110","mat2"
"MAT1100","Test Material 1"
"MAT1101","Test Material 1"
"MAT1102","Test Material 1"
"MAT1103","Test Material 1"
"MAT111","mat3"
"MAT1110","TEST MATERIAL"
"MAT1112","TEST MATERIAL"
"MAT12","mat1"
"MAT120","mat1"
"MAT121","mat2"
"MAT122","mat3"
"MAT123","mat1"
"MAT124","mat2"
"MAT125","mat3"
"MAT126","mat1"
"MAT127","mat2"
"MAT128","mat3"
"MAT13","mat2"
"MAT14","mat3"
"MAT15","mat2"
"MAT16","mat3"
"MAT17","mat3"
"MAT18","mat2"
"MAT19","mat1"
"MAT1991","BOLT"
"MAT2","TEST MATERIAL 2"
"MAT20","mat1"
"MAT20101","New Material"
"MAT2026","Material in 2026"
"MAT203","mat1"
"MAT204","mat2"
"MAT205","mat3"
"MAT206","mat2"
"MAT207","mat2"
"MAT208","mat2"
"MAT21","mat2"
"MAT22","material 22"
"MAT23","material 22"
"MAT24","mat2"
"MAT25","mat1"
"MAT26","mat2"
"MAT27","mat3"
"MAT28","mat1"
"MAT29","mat2"
"MAT291","mat2"
"MAT293","mat2"
"MAT294","mat2"
"MAT3","TEST MATERIAL 3"
"MAT30","mat2"
"MAT31","mat3"
"MAT37","mat3"
"MAT38","mat1"
"MAT4","TEST MATERIAL 4"
"MAT40101","Material for Demo"
"MAT41","mat1"
"MAT42","mat2"
"MAT43","mat3"
"MAT44","mat1"
"MAT45","mat2"
"MAT46","mat3"
"MAT47","mat3"
"MAT48","mat1"
"MAT5","TEST MATERIAL 5"
"MAT50","mat1"
"MAT51","mat2"
"MAT52","mat3"
"MAT53","mat1"
"MAT54","mat2"
"MAT55","mat3"
"MAT56","mat1"
"MAT57","mat3"
"MAT58","mat1"
"MAT64","mat3"
"MAT640","mat3"
"MAT641","mat3"
"MAT642","mat3"
"MAT646","mat3"
"MAT649","mat3"
"MAT663","mat3"
"MAT669","mat3"
"MAT67","mat3"
"MAT68","mat1"
"MAT70","mat1"
"MAT71","mat1"
"MAT72","mat3"
"MAT73","mat1"
"MAT74","mat1"
"MAT75","mat3"
"MAT76","mat1"
"MAT77","mat3"
"MAT78","mat3"
"MAT7850","dashboard"
"MAT7851","front mirror"
"MAT7852","Seats"
"MAT7853","dashboard"
"MAT7854","front mirror"
"MAT7892","Chasis"
"MAT7893","Steering"
"MAT78989829","DEMO MATERIAL"
"MAT79","mat1"
"MAT80","mat2"
"MAT81","mat1"
"MAT814","mat1"
"MAT819","mat1"
"MAT82","mat2"
"MAT83","mat3"
"MAT84","mat1"
"MAT841","mat1"
"MAT842","mat1"
"MAT845","mat1"
"MAT847","mat1"
"MAT85","mat2"
"MAT86","mat3"
"MAT860","mat1"
"MAT866","mat1"
"MAT867","mat1"
"MAT9","mat1"
"MAT9001","Test Material 1"
"MAT9002","Test Material 1"
"MAT9003","Test Material 1"
"MAT9004","Test Material 1"
"MAT9005","Test Material 1"
"MAT9006","Test Material 1"
"MAT9007","Test Material 1"
"MAT9008","Test Material 1"
"MAT9009","Test Material 1"
"MAT9015","New Material"
"MAT9016","Test Material 1"
"MAT9017","New Material"
"MAT9018","New Material"
"MAT9019","New Material"
"MAT9021","New Material"
"MAT9028","New Material"
"MAT9029","New Material"
"MAT9030","New Material"
"MAT9031","New Material"
"MAT9032","New Material"
"MAT9034","New Material"
"MAT91","mat1"
"MAT917","mat1"
"MAT918","mat2"
"MAT91902","NEW MAT"
"MAT91903","NEW MAT"
"MAT91905","NEW MAT"
"MAT91906","NEW MAT"
"MAT91908","NEW MAT"
"MAT91909","NEW MAT"
"MAT91910","NEW MAT"
"MAT91911","NEW MAT"
"MAT91912","NEW MAT"
"MAT91913","NEW MAT"
"MAT91914","NEW MAT"
"MAT91915","NEW MAT"
"MAT91916","NEW MAT"
"MAT91917","NEW MAT"
"MAT91918","NEW MAT"
"MAT91919","NEW MAT"
"MAT919191","NEW MAT"
"MAT919192","NEW MAT"
"MAT919193","NEW MAT"
"MAT919194","NEW MAT"
"MAT919195","NEW MAT"
"MAT919196","NEW MAT"
"MAT919197","NEW MAT"
"MAT919198","NEW MAT"
"MAT919199","NEW MAT"
"MAT91920","NEW MAT"
"MAT91921","NEW MAT"
"MAT91922","NEW MAT"
"MAT91923","NEW MAT"
"MAT91924","NEW MAT"
"MAT91925","NEW MAT"
"MAT91926","NEW MAT"
"MAT91927","NEW MAT"
"MAT91928","NEW MAT"
"MAT91929","NEW MAT"
"MAT91930","NEW MAT"
"MAT91931","NEW MAT"
"MAT91932","NEW MAT"
"MAT91933","NEW MAT"
"MAT91934","NEW MAT"
"MAT91935","NEW MAT"
"MAT91936","NEW MAT"
"MAT91937","NEW MAT"
"MAT91938","NEW MAT"
"MAT91939","NEW MAT"
"MAT92","mat2"
"MAT927","mat1"
"MAT93","mat3"
"MAT94","mat1"
"MAT95","mat2"
"MAT96","mat3"
"MAT98","mat2"
"MAT99","mat3"
"MATERIAL","Material for assignments"
"MATERIAL 2","Iron Sheet"
"MATERIAL FOR NR01","Assembly Material"
"MATERIAL FRTS","Computer"
"MATERIAL H","Computer applications"
"MATERIAL HITESH","Hitesh Computer"
"MATERIAL HITESHH","Computer applications"
"MATERIAL HNHH","Computer applications"
"MATERIAL HNHT","Computer applications"
"MATERIAL HNT","Computer applications"
"MATERIAL ND","Computer applications"
"MATERIAL S","SOLAR 10KW"
"MATERIAL SA","Computer applications"
"MATERIAL1","TEST MATERIAL 1"
"MATERIAL11","TEST MATERIAL 11"
"MATERIAL2","TEST MATERIAL 2"
"MATERIAL3","TEST MATERIAL 3"
"MATERIAL4","TEST MATERIAL 4"
"MATERIAL5","TEST MATERIAL 5"
"MATERIAL_PLM_1341","PLM MATERIAL TESTING"
"MATESPP_1","eSPP Material 1"
"MATP","MATERIAL FOR PROJECT"
"MATPR1","PROJECT 1"
"MATR123","test material demo122"
"MATR345","test material demo122"
"MATSB01","Demo material creation"
"MATSB02","Demo material creation 2"
"MATSB03","Demo material creation 3"
"MATSB04","MATERIAL CREATION 4"
"MATSB05","MATERIAL CREATION 4"
"MATSB06","Demo material creation 4"
"MAT_001","MAT_001"
"MAT_002","MAT_002"
"MAT_003","MAT_003"
"MAT_01","Material 01"
"MAT_1001","MAT_1001"
"MAT_1002","MAT_1002"
"MAT_1003","MAT_1003"
"MAT_101","Material 101"
"MAT_102","Material 102"
"MAT_103","MAT_103"
"MAT_1111","MAT_1111"
"MAT_1112","MAT_1112"
"MAT_1114","MAT_1114"
"MAT_301","MATERIAL 301"
"MAT_302","MATERIAL 301"
"MAT_310","MATERIAL 310"
"MAT_311","MATERIAL 311"
"MAT_312","MATERIAL 312"
"MAT_501","Material 501"
"MAT_508","MATERIAL508"
"MAT_509","MATERIAL509"
"MAT_510","MATERIAL510"
"MAT_511","MATERIAL511"
"MAT_512","MATERIAL512"
"MAT_601","MAT_511"
"MAT_602","MAT_511"
"MAT_603","MAT_511"
"MAT_604","MATERIAL604"
"MAT_605","MATERIAL605"
"MAT_606","MATERIAL606"
"MAT_607","MATERIAL604"
"MAT_608","MATERIAL608"
"MAT_610","MATERIAL610"
"MAT_611","MAT_611"
"MAT_612","MAT_612"
"MAT_613","MAT_613"
"MAT_614","MAT_614"
"MAT_615","MAT_615"
"MAT_616","MAT_616"
"MAT_617","MAT_617"
"MAT_618","MAT_618"
"MAT_619","MAT_619"
"MAT_711","MAT_711"
"MAT_712","MAT_712"
"MAT_713","MAT_713"
"MAT_911","MAT_911"
"MAT_912","MAT_912"
"MAT_913","MAT_913"
"MAT_9301","MAT_511"
"MAT_9302","MAT_511"
"MAT_9303","MAT_511"
"MAT_9304","MAT_511"
"MAT_9305","MAT_511"
"MAT_931066_MAT1","MATERIAL"
"MAT_931066_MAT2","MATERIAL"
"MAT_AKP001","NEW MATERIAL"
"MAT_AKP002","NEW MATERIAL"
"MAT_AKP240","MATERIAL FOR PROJECT"
"MAT_ALPHA03","P"
"MAT_ALPHA04","P"
"MAT_ALPHA05","P"
"MAT_ALPHA06","P"
"MAT_ALPHA07","P"
"MAT_ALPHA08","P"
"MAT_ALPHA09","P"
"MAT_ANN049","MATERIAL1"
"MAT_ANN3","MATERIAL1"
"MAT_BV01","MATERIAL FOR PROJECT"
"MAT_BV11","MATERIAL FOR PROJECT"
"MAT_DEMO","MAT_DEMO"
"MAT_DEMO_1","DEMO MATERIAL"
"MAT_DEMO_2","MAT_DEMO_2_DESCR"
"MAT_DEMO_61","MAT_DEMO_61_DESCRIPTION"
"MAT_DEMO_SSS","MAT_DEMO_61_DESCRIPTION"
"MAT_P01","MATERIAL FOR PROJECT"
"MAT_P05","MATERIAL FOR PROJECT"
"MAT_R9342","NEW MATERIAL"
"MAT_S1","MATERIAL FOR PROJECT"
"MAT_S2","MATERIAL FOR PROJECT"
"MAT_TEST_1212","Material 1212 Testing"
"MAT_TEST_PLM_0001","PLM OData Material Creation Testing"
"MAT_TEST_PLM_0002","PLM OData Material Creation Testing"
"MAT_V5","MATERIAL FOR PROJECT"
"MAT_VAR","Materil Variant for Hana PPE"
"MAT_VBB01","MATERIAL FOR PROJECT"
"MAT_VBB010","MATERIAL FOR PROJECT"
"MAT_VBB011","MATERIAL FOR PROJECT"
"MAT_VBB012","MATERIAL FOR PROJECT"
"MAT_VBB013","MATERIAL FOR PROJECT"
"MAT_VBB014","MATERIAL FOR PROJECT"
"MAT_VBB015","MATERIAL FOR PROJECT"
"MAT_VBB016","MATERIAL FOR PROJECT"
"MAT_VBB017","MATERIAL FOR PROJECT"
"MAT_VBB018","MATERIAL FOR PROJECT"
"MAT_VBB019","MATERIAL FOR PROJECT"
"MAT_VBB020","MATERIAL FOR PROJECT"
"MAT_VBB021","MATERIAL FOR PROJECT"
"MAT_VBB022","MATERIAL FOR PROJECT"
"MAT_VBB023","MATERIAL FOR PROJECT"
"MAT_VBB024","MATERIAL FOR PROJECT"
"MAT_VBB025","MATERIAL FOR PROJECT"
"MAT_VBB026","MATERIAL FOR PROJECT"
"MAT_VBB027","MATERIAL FOR PROJECT"
"MAT_VBB029","MATERIAL FOR PROJECT"
"MAT_VBB030","MATERIAL FOR PROJECT"
"MAT_VBB031","MATERIAL FOR PROJECT"
"MAT_VBB032","MATERIAL FOR PROJECT"
"MAT_VBB033","MATERIAL FOR PROJECT"
"MAT_VBB034","MATERIAL FOR PROJECT"
"MAT_VBB035","MATERIAL FOR PROJECT"
"MAT_VBB037","MATERIAL FOR PROJECT"
"MAT_VBB038","MATERIAL FOR PROJECT"
"MAT_VBB039","MATERIAL FOR PROJECT"
"MAT_VBB04","MATERIAL FOR PROJECT"
"MAT_VBB040","MATERIAL FOR PROJECT"
"MAT_VBB041","MATERIAL FOR PROJECT"
"MAT_VBB042","MATERIAL FOR PROJECT"
"MAT_VBB043","MATERIAL FOR PROJECT"
"MAT_VBB048","MATERIAL FOR PROJECT"
"MAT_VBB049","MATERIAL FOR PROJECT"
"MAT_VBB05","MATERIAL FOR PROJECT"
"MAT_VBB06","MATERIAL FOR PROJECT"
"MAT_VBB060","MATERIAL FOR PROJECT"
"MAT_VBB061","MATERIAL FOR PROJECT"
"MAT_VBB07","MATERIAL FOR PROJECT"
"MAT_VBB077","MATERIAL FOR PROJECT"
"MAT_VBB078","MATERIAL FOR PROJECT"
"MAT_VBB079","MATERIAL FOR PROJECT"
"MAT_VBB08","MATERIAL FOR PROJECT"
"MAT_VBB080","MATERIAL FOR PROJECT"
"MAT_VBB081","MATERIAL FOR PROJECT"
"MAT_VBB082","MATERIAL FOR PROJECT"
"MAT_VBB089","MATERIAL FOR PROJECT"
"MAT_VBB09","MATERIAL FOR PROJECT"
"MAT_ZZZ2","MATERIAL FOR PROJECT"
"MAX_BATTERY","Standard Battery Pack"
"MCCB","MCCB 100 Amp"
"MCL-EN-AS-01","ENGINE ASSEMBLY"
"MCL-EN-AS-02","CYLINDER HEAD"
"MCL-EN-AS-03","CRANKSHAFT"
"MCL-EN-AS-04","CAMSHAFT"
"MCL-EN-AS-05","PISTON"
"MCL-EN-AS-06","VALVE TRAIN"
"MCL-EN-AS-07","ENGINE HEAD"
"MCL-EN-AS-08","ENGINE VALVE TRAIN"
"MCL-EN-AS-09","ENGINE PISTON"
"MDG08","Mobile Generator | 8kVA / 8.1kW | Diesel"
"MDG150","Mobile Generator | 20kVA / 19kW | Diesel"
"MEDICINE","Test recording"
"MEDICINES","DEMO"
"MEDICINES MATERIAL","Test Material for understanding"
"METER","Voltage & Current Meters"
"MICRO OVEN","MICRO OVEN"
"MIRROR","mirror"
"MIRROR01","Heated, Automatic Rear View Mirror"
"MIRROR02","Heated, Rear View Mirror"
"MIRROR03","Rear View Mirror"
"MKCJLRHELWOOD01","JLR Testing Material"
"MM001","Colddrink"
"MM002","laptop001"
"MM003","Power Edge Server"
"MM004","mech fin gd"
"MM005","Make to Order item"
"MM0N","Power N"
"MM815","MMD1"
"MM816","MMD2"
"MM817","MMD3"
"MM818","MMD4"
"MM819","MMD5"
"MM820","tesst"
"MM_05","Checking new Material"
"MM_15","Checking new Material"
"MM_20","Checking new Material"
"MM_21","Checking new Material"
"MM_22","Checking new Material"
"MM_401","Material 401"
"MM_402","Material 402"
"MM_403","Material 403"
"MM_405","TEST DATA"
"MM_406","test"
"MM_444","mm444"
"MM_445","mm445"
"MM_446","mm446"
"MM_447","mm447"
"MM_448","mm448"
"MM_501","Material 501"
"MM_502","Material 501"
"MM_503","Material 503"
"MM_505","Material 505"
"MM_506","Material 506"
"MM_601","Material601"
"MM_602","Material602"
"MM_603","Material603"
"MM_604","Material603"
"MOBILE X","mobile variants"
"MOBILE_APPLE","apple mobiles"
"MOBILE_APPLE2","apple 2 mobiles"
"MOB_BATTERY","mobile battery cover"
"MOB_BATTERY_ABC","ABC BATTERY"
"MOB_BATTERY_XYZ","XYZ BATTERY"
"MOB_BODY","mobile body"
"MOB_BODY_GLASS","GLASS BODY STRUCTURE"
"MOB_BODY_METALLIC","METALLIC BODY STRUCTURE"
"MOB_SCREEN","mobile screen"
"MOB_SCREEN_4.5NCH","4.5INCHEWS SCREEN"
"MOB_SCREEN_4INCH","4 INCHES SCREEN"
"MOB_SCREEN_5.5NCH","5.5 INCHES SCREEN"
"MOB_SCREEN_5INCH","5 INCH SCREEN"
"MOB_SIM","mobile cim locator"
"MOB_SIM_MICRO","MICRO SIM LOCATOR"
"MONITOR P-01626788","Monitor model p-01626788"
"MONITOR P-01626789","Monitor model p-01626789"
"MOTOR","Motor for vehicles"
"MPS","MPS ALL"
"MPS1","MPS1"
"MPS2","MPS2"
"MPSH","MPS Header"
"MPSH1","MPSH1"
"MPSH2","MPSH2"
"MPSHE","MPS ALL"
"MPSHE1","MPS1"
"MPSHE2","MPS2"
"MRTEST","MRtest"
"MSEXCEL","infodba (infodba)"
"MSS-001","Master Spare Parts"
"MSS-002","Material 002"
"MSS-003","Material 003"
"MSWORD","infodba (infodba)"
"MYTEST","MYTST"
"M_000001821","FF91 Configurable Material"
"M_000001821N","FF MBOM VEHI"
"M_000001821_1","FF MBOM Variant1"
"M_000001822","FF91 Configurable Material"
"M_000002000","FF91 Configurable Material-1"
"N1","Material1 Description"
"NEW MATERIAL H","Hitesh Computer"
"NEW_ANODE1","New ANODE1 FERT"
"NEW_KMAT","New KMAT"
"NEXON ELECRIC DATA","electric vehicle car production"
"NITIN 101","nitin material for release strategy"
"NITIN IMPORT","Nitin import material"
"NITIN PETROL","Petrol product"
"NITIN01","Blower"
"NITIN02","Blower"
"NITIN03","test nitin 03"
"NITIN04","test nitin 04"
"NITIN05","nitin 05 dt 11.07.18"
"NITIN06","material for subcontracting"
"NITIN07","nitin 06 as component"
"NITIN08","nitin 06 as component"
"NITIN11","nitinmetal10meters"
"NITIN11PROC","nitinmetal10meters processed"
"NITIN12","nitinmetal07meters"
"NITIN13","nitinmetal03meters"
"NITIN14","nitin 14 hybe operating supplies"
"NITIN51FF","nitin test material for FF"
"NITIN52FF","nitin test material 52  FF"
"NITIN53FF","nitin test material 53 for FF"
"NR.1111241","John Wayne (jwayne)"
"NR.1111242","John Wayne (jwayne)"
"OILPAN_150","OILPAN FOR 150CC"
"OILPAN_220","OILPAN FOR 220CC"
"OIL_PAN","CAR OIL_PAN"
"OIL_PAN 2","CAR_HS OIL_PAN"
"OIL_PAN 4","CAR_HS OIL_PAN"
"OIL_PAN 6","CAR_HS OIL_PAN"
"OIL_PAN_P","CAR OIL_PAN"
"OVEN01","OVEN"
"P-0000171","BOLT 2.5"""
"P-0000174","BOLT 3.5"""
"P-0000176","BOLT 3.5"""
"P-0000177","COMPONENT for 3.5"""
"P-0000178","COMPONENT for 3.5"""
"P-0000182","BOM"
"P-0000188","BOM1"
"P-0000189","bom1.2"
"P-0000190","bom1.1"
"P-0000191","bom2.1"
"P-0000193","test"
"P-0000194","BOLT 1.2"""
"P-0000195","Component for BOLT 1.2"""
"P-0000196","Component for BOLT 1.2"""
"P-0000197","Component for BOLT 1.2"""
"P-0000198","Sub Component of Bolt 1.2"""
"P-0000199","Bolt for 2"""
"P-0000200","Component for 2"""
"P-0000201","Component for 2"""
"P-0000202","Component for 2"""
"P-0000203","SubComponent for 2"""
"P-0000204","BOLT 4.5"""
"P-0000205","COMPONENT FOR BOL 4.5"""
"P-0000206","COMPONENT FOR BOL 4.5"""
"P-0000207","SubComponent"
"P-0000208","Added New part"
"P-0000209","Manual Push to SAP TEST"
"P-0000210","BOM Push"
"P-0000211","CREATION OF BOM"
"P-0000212","BOLT 2.5"" for Tyre"
"P-0000213","BOLT 1.5"" for Tyre"
"P-0000214","Component of BOLT 2.5"""
"P-0000216","Updating BOM"
"P-0000218","BOLT 1.1"
"P-0000219","BOLT 1"
"P-0000220","BOLT 1"
"P-0000228","RIVNUT"
"P-0000229","UCA FR LH Buildup"
"P-0000230","UPR_CONTROL_ARM_FR_LH_ASSY"
"P-0000231","BOLT - M14X2.0X80 HX FL PIL CL10.9 1"
"P-0000232","NUT - M14X2.0X80 HX FL PIL CL10.9"
"P-0000233","UPR_CONTROL_ARM_FR_LH"
"P-0000238","test"
"P-0000239","child-1.123"
"P-0000240","child-1.123"
"P-0000241","child-1.123"
"P-0000242","child sub-1.12"
"P-0000243","child sub-1.12"
"P-0002259","test"
"P-0002260","test"
"P-0002261","test"
"P-0002262","abc -123"
"P-0002263","test"
"P-0002264","Washer 5.2 used in Assy & Part"
"P-0002265","Washer 6.5 used in Assembly"
"P-0002266","Assembly For SAP Update"
"P-0002268","WASHER 4.5 SAP Updated"
"P-0002269","Bolt 2.5 SAP"
"P-0002270","Bolt 2.5 SAP updated in 3DX"
"P-0002271","Assembly for SAP Push"
"P-0002272","WASHER 2.5 as Sub Component"
"P-0002285","BOLT 2.5"
"P-0002286","BOLT 2.5"
"P-0002287","BOLT 2.5"
"P-0002288","BOLT 2.5"
"P-0002289","BOLT 2.5"
"P-0002290","WASHER 2.5 used in assembly"
"P-0002291","WASHER 2.5 used in assembly"
"P-0002296","Push to SAP"
"P-0002297","Test"
"P-0002310","BOLT 2.5 in Assembly"
